GEO_ID,GEO_ID_TRIMMED,Geographic_Area_Name,Estimate_B27015_001E,Margin of Error Total B27015_001M,"Under $25,000_B27015_002E","Under $25,000_B27015_002M","Under $25,000_B27015_003E_With health insurance coverage","Under $25,000_CoverageRate_With health insurance ",Margin of Error_B27015_003M_With health insurance coverage,"Under $25,000_B27015_004E_With health insurance coverage_With private health insurance","Under $25,000_B27015_004M_With health insurance coverage_With private health insurance","Under $25,000_B27015_005E_With health insurance coverage_With private health insurance","Under $25,000_B27015_005M_With health insurance coverage_With public coverage","Under $25,000_B27015_006E_No health insurance coverage","Under $25,000_B27015_006M_No health insurance coverage","$25,000 to $49,999_B27015_007E","$25,000 to $49,999_B27015_007M","$25,000 to $49,999_B27015_008E_With health insurance coverage","25,000 to $49,999_B27015_008M_With health insurance coverage","$25,000 to $49,999_B27015_009E_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_009M_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_010E_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_010M_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_011E_No health insurance coverage","$25,000 to $49,999_B27015_011M_No health insurance coverage","$50,000 to $74,999_B27015_012E","$50,000 to $74,999_B27015_012M","$50,000 to $74,999_B27015_013E_With health insurance coverage","$50,000 to $74,999_B27015_013M_With health insurance coverage","$50,000 to $74,999_B27015_014E_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_014M_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_015E_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_015M_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_016E_No health insurance coverage","$50,000 to $74,999_B27015_016M_No health insurance coverage"
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",1019,139,56,25,56,1,25,38,19,52,23,0,10,109,48,109,48,96,49,57,29,0,10,237,105,232,103,203,91,73,44,5,8
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",2108,258,640,224,564,0.88125,210,323,189,359,132,76,84,380,168,368,164,285,142,142,110,12,25,373,180,358,174,219,117,188,103,15,19
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",1715,324,696,397,634,0.91091954,402,37,23,634,402,62,40,361,144,345,142,225,119,152,64,16,16,281,131,263,124,211,98,98,68,18,23
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",2467,261,916,307,888,0.969432314,311,108,54,856,314,28,28,692,235,631,221,486,209,224,96,61,59,353,204,337,194,258,176,105,86,16,27
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",2732,311,336,297,309,0.919642857,296,64,53,293,292,27,32,380,150,369,151,298,124,204,128,11,17,767,202,729,200,540,171,261,116,38,31
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",2180,243,244,60,237,0.971311475,60,90,39,222,56,7,11,335,153,290,131,182,67,141,114,45,45,675,283,667,281,489,212,321,215,8,11
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",933,153,128,65,122,0.953125,63,63,43,103,60,6,9,294,113,273,107,185,91,180,101,21,19,152,71,138,61,124,57,28,27,14,18
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",2192,220,372,105,372,1,105,175,75,335,99,0,10,393,158,373,155,240,97,218,121,20,23,374,145,300,119,276,110,74,54,74,97
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",3199,619,757,333,757,1,333,151,82,662,330,0,10,648,353,593,346,392,278,266,150,55,43,851,429,816,415,293,132,548,385,35,40
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",2561,230,884,281,812,0.918552036,260,216,72,744,251,72,49,701,230,670,230,340,119,430,221,31,35,444,172,433,171,305,113,166,116,11,12
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",1426,160,150,54,144,0.96,55,57,35,112,47,6,10,412,174,342,168,189,76,233,145,70,47,429,132,412,130,331,107,146,63,17,19
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",1989,169,685,202,604,0.881751825,198,162,89,502,204,81,54,388,131,360,126,199,94,238,98,28,24,333,136,287,117,239,104,80,32,46,59
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",4481,492,869,298,668,0.768699655,189,196,92,573,158,201,250,1375,429,1303,427,857,367,883,337,72,47,914,405,836,345,586,222,442,251,78,99
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",4172,409,1011,344,962,0.951533136,336,235,106,834,291,49,75,793,216,770,211,548,140,468,175,23,25,501,247,482,240,330,125,320,248,19,25
1400000US42003300100,42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",3863,703,1077,435,1020,0.947075209,451,210,170,839,421,57,93,1674,744,1420,683,506,263,1010,626,254,149,383,186,383,186,327,158,101,81,0,10
1400000US42003310200,42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",3213,297,401,124,354,0.882793017,106,204,89,302,105,47,57,563,168,551,167,361,114,372,135,12,19,959,330,959,330,653,231,388,365,0,10
1400000US42003310300,42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",997,144,91,39,91,1,39,66,36,65,30,0,10,81,40,76,38,33,19,76,38,5,8,110,51,109,50,102,47,34,26,1,5
1400000US42003320400,42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",1965,193,291,114,254,0.872852234,109,126,68,207,88,37,27,632,201,612,202,356,119,376,185,20,33,378,154,371,153,282,101,158,85,7,10
1400000US42003320600,42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",2179,155,274,96,255,0.930656934,95,118,44,188,84,19,16,324,126,312,119,189,72,181,91,12,14,456,156,441,153,412,151,82,47,15,16
1400000US42003320700,42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",1617,139,273,128,229,0.838827839,108,98,49,165,102,44,40,258,85,245,83,190,83,175,60,13,14,403,159,397,155,280,87,152,118,6,10
1400000US42003401100,42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",4689,244,661,240,641,0.969742814,244,207,102,563,243,20,31,715,258,690,251,418,188,386,192,25,36,1056,382,1040,371,884,324,384,189,16,25
1400000US42003401200,42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",2874,200,829,308,829,1,308,157,60,764,301,0,10,627,217,561,190,315,105,370,157,66,59,796,274,727,267,253,111,502,247,69,60
1400000US42003401300,42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",2683,136,203,96,185,0.911330049,93,63,44,159,90,18,27,428,146,393,145,267,103,243,105,35,52,705,190,698,189,624,175,325,108,7,10
1400000US42003402000,42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",3080,102,636,174,625,0.982704403,174,180,83,614,171,11,18,841,287,765,252,483,215,381,156,76,82,826,279,779,278,646,251,275,126,47,35
1400000US42003403500,42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",4372,42,1140,464,1106,0.970175439,462,363,256,984,427,34,38,1560,436,1373,393,787,274,934,325,187,170,670,281,628,267,471,227,317,174,42,52
1400000US42003404000,42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",1424,97,290,113,284,0.979310345,112,67,19,250,111,6,6,210,58,197,54,164,46,63,26,13,13,289,112,245,76,215,72,63,28,44,65
1400000US42003405000,42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",1123,76,66,23,63,0.954545455,22,50,23,53,22,3,5,194,55,176,45,150,41,82,29,18,19,114,46,114,46,95,41,54,27,0,10
1400000US42003406000,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",2329,120,153,56,153,1,56,113,47,99,39,0,10,417,100,394,96,283,82,244,60,23,23,475,134,443,125,391,112,141,72,32,29
1400000US42003407001,42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",5534,245,482,164,465,0.96473029,157,263,147,314,106,17,27,1191,405,1078,399,755,262,657,260,113,107,995,367,910,337,835,323,228,147,85,103
1400000US42003407002,42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",6252,245,719,227,708,0.984700974,223,289,131,590,210,11,19,871,299,796,269,592,209,552,210,75,57,1074,333,1074,333,931,322,237,135,0,15
1400000US42003408001,42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",5431,341,548,211,548,1,211,445,204,350,120,0,15,317,159,306,156,215,133,239,125,11,18,632,239,616,238,550,212,203,98,16,25
1400000US42003408002,42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",5908,344,190,159,190,1,159,190,159,30,35,0,15,493,191,493,191,468,182,220,111,0,15,454,190,454,190,378,173,257,102,0,15
1400000US42003409000,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",13108,21,271,181,271,1,181,271,181,133,96,0,16,696,311,675,297,580,273,363,211,21,35,993,387,993,387,965,389,121,127,0,16
1400000US42003410000,42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",1225,67,39,23,39,1,23,39,23,15,15,0,10,57,29,47,22,37,21,40,20,10,12,122,46,122,46,120,44,39,25,0,10
1400000US42003411000,42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",9053,31,232,160,232,1,160,204,149,98,75,0,15,360,167,345,156,307,154,204,121,15,24,1267,495,1209,457,1167,448,212,126,58,75
1400000US42003412001,42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",9464,204,483,251,467,0.966873706,248,326,212,267,156,16,25,696,244,659,228,439,196,502,194,37,44,908,326,908,326,846,320,235,150,0,15
1400000US42003412002,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",5125,201,150,84,150,1,84,80,53,144,82,0,15,282,109,282,109,246,106,190,81,0,15,334,129,326,126,259,116,171,75,8,13
1400000US42003413100,42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",6202,285,512,243,467,0.912109375,231,260,195,348,145,45,52,600,293,580,293,375,191,346,215,20,32,619,276,619,276,522,262,271,146,0,15
1400000US42003413201,42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",3699,208,291,94,282,0.969072165,91,159,75,220,67,9,14,362,122,333,110,265,94,191,80,29,34,450,176,440,174,420,176,122,58,10,16
1400000US42003413202,42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",2760,170,195,71,158,0.81025641,61,114,49,139,60,37,51,299,132,265,117,203,102,150,73,34,52,392,147,392,147,354,139,200,86,0,10
1400000US42003413300,42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",4116,252,230,95,230,1,95,108,70,182,66,0,10,473,140,465,135,359,121,298,86,8,13,631,179,550,143,460,144,288,93,81,102
1400000US42003413400,42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",4485,183,153,69,153,1,69,119,54,145,62,0,10,504,176,486,167,356,131,255,127,18,21,644,216,644,216,481,156,300,118,0,10
1400000US42003413500,42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",6160,338,566,211,548,0.96819788,219,336,195,322,149,18,29,1072,295,1004,258,693,198,549,205,68,96,819,314,819,314,748,326,275,129,0,15
1400000US42003414101,42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",5109,251,187,101,171,0.914438503,92,86,61,156,87,16,26,377,165,377,165,295,151,224,107,0,15,453,189,453,189,453,189,129,92,0,15
1400000US42003414102,42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",7345,304,460,190,460,1,190,371,157,346,183,0,15,989,415,989,415,831,409,604,298,0,15,958,374,942,371,771,323,395,229,16,26
1400000US42003414200,42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",5801,319,606,337,590,0.97359736,334,191,116,509,317,16,27,454,164,416,156,253,104,296,141,38,41,757,289,757,289,640,256,388,167,0,15
1400000US42003415001,42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",4366,172,294,149,294,1,149,127,71,248,152,0,10,360,135,360,135,300,118,195,74,0,10,439,155,439,155,398,140,184,84,0,10
1400000US42003415002,42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",2607,165,171,67,171,1,67,89,39,128,59,0,10,209,64,209,64,140,56,133,43,0,10,239,95,225,92,184,83,96,48,14,15
1400000US42003416000,42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",1574,101,204,64,204,1,64,105,44,164,55,0,10,478,124,462,125,342,104,257,86,16,16,396,118,386,116,331,102,175,80,10,11
1400000US42003417100,42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",2037,69,228,85,228,1,85,114,48,166,67,0,10,404,97,384,96,287,75,247,66,20,20,530,134,519,132,428,118,145,68,11,12
1400000US42003417200,42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",1280,69,279,75,265,0.949820789,67,104,49,236,65,14,14,222,78,202,74,125,62,96,55,20,21,322,131,322,131,279,121,82,53,0,10
1400000US42003418000,42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",1692,108,177,61,172,0.971751412,59,96,36,154,58,5,8,269,73,269,73,195,58,163,55,0,10,282,91,270,88,235,80,101,43,12,20
1400000US42003419000,42003419000,"Census Tract 4190, Allegheny County, Pennsylvania",2822,86,231,111,170,0.735930736,77,61,37,154,74,61,51,582,153,574,151,384,103,381,134,8,14,492,181,475,178,466,176,213,123,17,20
1400000US42003420000,42003420000,"Census Tract 4200, Allegheny County, Pennsylvania",1606,112,459,114,438,0.954248366,107,176,51,370,101,21,34,478,155,458,150,248,73,315,119,20,20,284,122,273,121,209,93,100,83,11,15
1400000US42003421100,42003421100,"Census Tract 4211, Allegheny County, Pennsylvania",4455,164,295,95,269,0.911864407,88,173,62,241,82,26,42,554,221,554,221,379,137,419,206,0,10,468,150,452,142,369,128,190,83,16,24
1400000US42003421200,42003421200,"Census Tract 4212, Allegheny County, Pennsylvania",4277,143,274,164,274,1,164,114,57,246,165,0,10,400,129,400,129,324,119,266,89,0,10,510,183,510,183,453,175,242,101,0,10
1400000US42003422000,42003422000,"Census Tract 4220, Allegheny County, Pennsylvania",5121,20,107,86,107,1,86,39,63,107,86,0,15,266,205,266,205,245,201,64,63,0,15,368,196,354,188,239,142,219,145,14,21
1400000US42003423000,42003423000,"Census Tract 4230, Allegheny County, Pennsylvania",2724,17,181,97,181,1,97,116,78,127,86,0,10,293,102,274,94,234,88,137,49,19,22,350,154,342,147,331,145,76,58,8,14
1400000US42003424000,42003424000,"Census Tract 4240, Allegheny County, Pennsylvania",3350,17,863,250,795,0.921205098,226,243,99,687,205,68,57,938,311,917,313,465,142,662,315,21,26,734,260,668,220,556,199,193,119,66,71
1400000US42003425000,42003425000,"Census Tract 4250, Allegheny County, Pennsylvania",3342,19,384,112,331,0.861979167,106,128,59,267,100,53,60,991,310,960,306,680,267,381,174,31,26,930,301,796,259,669,234,197,96,134,144
1400000US42003426300,42003426300,"Census Tract 4263, Allegheny County, Pennsylvania",5962,202,284,122,284,1,122,176,94,264,117,0,15,807,282,807,282,726,263,443,165,0,15,963,327,963,327,903,315,320,172,0,15
1400000US42003426400,42003426400,"Census Tract 4264, Allegheny County, Pennsylvania",4048,330,441,190,420,0.952380952,190,281,147,264,129,21,35,427,196,427,196,377,166,279,140,0,10,833,315,813,311,767,289,168,108,20,29
1400000US42003426700,42003426700,"Census Tract 4267, Allegheny County, Pennsylvania",2294,99,122,55,122,1,55,100,58,63,44,0,10,380,155,380,155,275,143,229,96,0,10,608,225,589,219,497,187,196,97,19,20
1400000US42003426800,42003426800,"Census Tract 4268, Allegheny County, Pennsylvania",5447,231,293,186,293,1,186,146,107,275,181,0,15,596,233,596,233,330,182,421,174,0,15,1028,352,1017,349,914,336,403,164,11,19
1400000US42003427000,42003427000,"Census Tract 4270, Allegheny County, Pennsylvania",3629,45,753,206,719,0.954847278,198,293,149,621,172,34,30,1101,336,1016,330,656,173,509,271,85,58,570,262,543,265,367,145,267,232,27,41
1400000US42003427100,42003427100,"Census Tract 4271, Allegheny County, Pennsylvania",5438,195,297,173,297,1,173,248,138,148,113,0,15,453,166,437,164,301,145,254,101,16,27,1026,307,909,260,724,218,489,180,117,98
1400000US42003427200,42003427200,"Census Tract 4272, Allegheny County, Pennsylvania",4799,281,617,304,617,1,304,378,246,384,181,0,10,1103,276,1016,230,630,153,713,210,87,101,667,229,649,228,584,196,244,140,18,29
1400000US42003428100,42003428100,"Census Tract 4281, Allegheny County, Pennsylvania",1194,82,78,38,66,0.846153846,36,27,22,50,28,12,10,176,75,176,75,119,56,95,51,0,10,372,131,372,131,332,131,148,81,0,10
1400000US42003428200,42003428200,"Census Tract 4282, Allegheny County, Pennsylvania",2072,86,142,79,122,0.85915493,76,59,32,105,70,20,18,286,80,286,80,259,78,180,51,0,10,475,138,459,137,323,107,197,75,16,18
1400000US42003429100,42003429100,"Census Tract 4291, Allegheny County, Pennsylvania",2539,174,261,96,261,1,96,131,60,179,92,0,10,304,113,303,113,278,110,107,52,1,4,549,226,529,214,452,189,219,91,20,24
1400000US42003429201,42003429201,"Census Tract 4292.01, Allegheny County, Pennsylvania",4241,180,235,85,235,1,85,144,69,212,83,0,10,292,87,272,86,213,87,192,61,20,20,467,158,467,158,433,156,215,105,0,10
1400000US42003429202,42003429202,"Census Tract 4292.02, Allegheny County, Pennsylvania",4415,204,187,73,187,1,73,113,53,142,61,0,10,520,149,464,138,344,116,365,119,56,56,539,133,509,134,441,121,198,75,30,40
1400000US42003429300,42003429300,"Census Tract 4293, Allegheny County, Pennsylvania",5556,291,577,359,577,1,359,532,356,292,118,0,15,522,166,467,152,374,139,352,127,55,54,792,290,750,279,636,253,366,214,42,39
1400000US42003429400,42003429400,"Census Tract 4294, Allegheny County, Pennsylvania",4040,220,253,85,244,0.964426877,84,173,60,190,72,9,13,455,159,406,139,348,118,205,98,49,49,728,174,713,172,546,139,288,106,15,16
1400000US42003429500,42003429500,"Census Tract 4295, Allegheny County, Pennsylvania",3799,339,508,266,508,1,266,223,95,457,255,0,10,703,199,703,199,521,145,359,139,0,10,760,275,733,264,618,220,252,116,27,35
1400000US42003429600,42003429600,"Census Tract 4296, Allegheny County, Pennsylvania",3274,191,186,82,162,0.870967742,76,123,73,131,61,24,36,574,235,538,231,334,124,291,157,36,43,601,175,588,171,566,169,87,54,13,20
1400000US42003429700,42003429700,"Census Tract 4297, Allegheny County, Pennsylvania",2078,182,245,78,245,1,78,187,76,186,75,0,10,416,146,402,136,346,111,188,70,14,22,245,127,245,127,189,96,120,89,0,10
1400000US42003430100,42003430100,"Census Tract 4301, Allegheny County, Pennsylvania",2115,141,268,130,248,0.925373134,123,158,107,153,58,20,19,302,113,269,105,172,71,157,72,33,25,525,150,501,144,416,119,163,69,24,18
1400000US42003430200,42003430200,"Census Tract 4302, Allegheny County, Pennsylvania",4477,140,363,134,345,0.950413223,126,256,106,327,120,18,27,753,296,735,297,472,210,400,227,18,30,670,331,580,315,535,309,103,77,90,128
1400000US42003431100,42003431100,"Census Tract 4311, Allegheny County, Pennsylvania",3032,221,573,177,522,0.910994764,175,277,124,378,158,51,45,563,148,484,142,421,131,179,82,79,71,747,197,681,184,620,165,210,130,66,47
1400000US42003431400,42003431400,"Census Tract 4314, Allegheny County, Pennsylvania",1846,167,156,61,123,0.788461538,62,40,24,96,61,33,40,399,103,344,104,267,89,168,76,55,51,549,164,523,158,505,150,78,64,26,25
1400000US42003431500,42003431500,"Census Tract 4315, Allegheny County, Pennsylvania",3174,182,583,164,471,0.807890223,126,219,90,367,109,112,90,1062,258,804,202,701,204,202,97,258,159,678,246,606,208,472,181,230,117,72,67
1400000US42003432300,42003432300,"Census Tract 4323, Allegheny County, Pennsylvania",2154,163,416,103,401,0.963942308,101,258,85,381,98,15,19,538,208,531,206,398,144,247,140,7,11,293,145,247,144,215,135,66,43,46,51
1400000US42003432400,42003432400,"Census Tract 4324, Allegheny County, Pennsylvania",2337,162,357,115,324,0.907563025,105,168,62,237,85,33,38,442,135,401,130,350,124,147,61,41,48,390,148,390,148,366,142,90,67,0,10
1400000US42003434000,42003434000,"Census Tract 4340, Allegheny County, Pennsylvania",1894,103,73,26,64,0.876712329,22,31,15,53,20,9,15,249,86,241,84,162,53,114,59,8,11,266,62,251,58,195,52,101,33,15,13
1400000US42003435000,42003435000,"Census Tract 4350, Allegheny County, Pennsylvania",2390,135,269,89,239,0.888475836,82,80,44,195,78,30,26,508,110,470,115,387,100,223,72,38,40,398,116,395,115,339,101,101,48,3,6
1400000US42003437000,42003437000,"Census Tract 4370, Allegheny County, Pennsylvania",6333,96,167,149,167,1,149,97,130,70,70,0,15,428,199,406,197,334,169,262,130,22,35,836,325,836,325,781,323,259,119,0,15
1400000US42003439000,42003439000,"Census Tract 4390, Allegheny County, Pennsylvania",1463,102,76,44,72,0.947368421,41,21,17,57,37,4,6,186,53,182,51,110,41,130,43,4,5,109,52,104,50,83,43,51,33,5,6
1400000US42003445500,42003445500,"Census Tract 4455, Allegheny County, Pennsylvania",3823,45,284,101,284,1,101,259,100,171,55,0,10,846,234,813,226,680,195,290,137,33,38,423,182,423,182,389,174,125,81,0,10
1400000US42003446000,42003446000,"Census Tract 4460, Allegheny County, Pennsylvania",1586,58,93,66,92,0.989247312,66,58,43,51,52,1,2,64,33,64,33,61,32,35,24,0,10,119,51,119,51,103,51,42,20,0,10
1400000US42003447000,42003447000,"Census Tract 4470, Allegheny County, Pennsylvania",1602,89,97,46,97,1,46,24,16,94,46,0,10,158,59,154,59,116,40,97,50,4,5,325,89,315,90,215,83,131,41,10,8
